id,start,end,page_content,speaker,duration,video_id
1,0.16,36.199997,"Otuz Ocak bin dokuz yüz otuz üç günü, Alman tarihinin ilk anayasal cumhuriyet dönemi olan Weimar Cumhuriyeti'nin başına, bu cumhuriyetin adını da koyacak olan on beşinci şansölyesi atandı. Adolf Hitler ve Hitler'in demokrasi tarihinin gördüğü en baş döndürücü politik dönüşümlerinden birini gerçekleştirerek, Alman demokrasi deneyimini yerle bir etmeyi başarması, sadece bir ay, üç hafta, iki gün, sekiz saat ve kırk dakika sürdü. Evet, o sondaki kırk dakikanın bile çok büyük bir önemi var. Göreceksiniz.",0,32.0199983,b4z2WdDozU0
2,36.579998,73.65501,"Gelin bugün biraz daha sıra dışı bir konuyu masaya yatıralım ve her geçen gün biraz daha unuttuğumuz tarihten neler öğrenebileceğimizi hep birlikte görelim. Hitler durup dururken Alman devletinin başkanı seçilmedi. Bin dokuz yüz otuz üç yılındaki atamasına gelene kadar Hitler, sağcı rakiplerini ya ehlileştirmiş ya da tamamen elimine etmiş, çok zeki, çok kurnaz ve çok deneyimli bir politikacıydı. Son derece etkili bir muhalefet yaparak, yasal süreçleri yıllar yılı paralize edebilecek politikaları nasıl uygulayabileceğini",0,32.060014,b4z2WdDozU0
3,74.515,114.515,"birinci elden öğrenmişti. Hatta kendi atamasından önceki sekiz ayda bu öğrendiklerini sert bir şekilde uygulayarak tam üç şansölyeyi koltuğundan etmeyi başarmış, Cumhurbaşkanı'na Reichstag'ı yani Alman Federal Parlamentosu'nu iki kez lağvetmeye zorlayarak ülkeyi tekrar tekrar seçimlere sürüklemişti. Bu kaos, onun yükselişinin temellerini atacaktı ama Hitler gücü bir kez eline geçirdiğinde, başkalarına yaptıklarının kendi başına gelmeyeceğinden emin olmak için, demokrasiyi ortadan kaldırması gerektiğini çok iyi biliyordu. Hatta bu nedenle, şansölye olarak atanmasından",0,32.264988,b4z2WdDozU0
4,114.975006,149.65,"yıllar önce, bin dokuz yüz yirmi üç yılının Kasım ayında, emrindeki Nazilerle birlikte, derhal Puç olarak bilinen vahşi bir darbe girişimiyle Weimar Cumhuriyeti'ni düşürmeyi denemiş ama başarısız olmuştu. On beş Lazi'nin, dört polis memurunun ve bir sivilin ölümüyle sonuçlanan bu kalkışma, Hitler'i Alman politik sahnesine iten olayların başlangıcı olmuştu. Hitler, olaydan iki iki gün sonra tutuklanmış ve devlete ihanet suçuyla yargılanmıştı. Yirmi dört gün süren mahkeme boyunca Hitler ve söyledikleri",0,31.534989,b4z2WdDozU0
5,150.27,185.72499,"gazetelerde boy boy manşet edilmiş, bu sayede ideolojisini birinci elden halka ulaştırma fırsatı bulmuştu. Hitler, bu olaylar silsilesi sonucunda, Lansberg Cezaevi'nde beş yıl hapse mahkum edildi ve burada meşhur bir şekilde Mine Kamuf, yani Kavgam kitabını yazdı. Daha doğrusu iki diğer mahkuma kitabı dikte ettirdi. Hapiste dokuz ay yattıktan sonra da serbest bırakıldı ama işte bu başarısız darbe girişimi, Hitler'in güce zorbalıkla erişemeyeceğini anlamasını sağlamıştı. Hitler o noktada",0,30.13995,b4z2WdDozU0
6,186.265,225.685,"adeta bir legalitatside, yani bir yasallık yemini etmişti. Demokrasiyi, demokratik ve yasal yollarla yıkmaya ant içmişti. Mesela İkinci Dünya Savaşı sonrasında kurulan NURENberg Mahkemelerinde Hitler'i anlatan özel avukatı Hans Frank, Hitler'in her türlü yasal sistemde bulunan sisteme içkin potansiyel zayıflıkları sezmek konusunda olağanüstü bir yeteneği olduğunu söylemişti. Yani Hitler başarısız darbe girişimi sonrasında, kendisinin aslen güçlü olan taraflarını, demokrasinin bilinen zaaflarıyla birleştirerek düşmanını alt etmeye karar vermişti. Sonraki yillardaki",0,32.04003,b4z2WdDozU0
7,225.985,267.795,"Nazi propagandasını da tamamen bu ideal çerçevesinde şekillendirdi. Planının mantığı, özünde çok temel bir rasyonale dayanıyordu. Demokratik Almanya'nın kalbinde yer alan Weimar Cumhuriyeti Anayasası'nın birinci maddesinde devlet, halkın iradesinin bir ifadesi olarak tanımlanmıştı. Dolayısıyla Hitler'e göre gücü tamamen yasal yollarla eline geçirebilirse devleti de istediği gibi şekillendirebilmeliydi. Çünkü en nihayetinde demokratik anayasa, ona halkın iradesini tecelli Hitler başa gelebildiğine göre, halk da onun ideallerini kayıtsız şartsız destekliyor demekti. Öyle değil mi? Pek",0,30.01502,b4z2WdDozU0
8,269.23502,306.055,"pek sayılmaz ve aslında Hitler de bunun farkındaydı. Sonuçta demokrasi, sadece devlet başkanının iki dudağı arasında değildi. En azından şimdilik. Ortada, demokrasinin beşiği olan federal bir meclis vardı Bu meclisteki koltuk sayısı, bir liderin neyi yapıp neyi yapamayacağını direkt olarak belirliyordu. Evet Nazi Partisi, özellikle de bin dokuz yüz yirmi dokuz Ekonomik Buhranı sonrasında, Reichstag'daki temsiliyetini, on iki delegeden yüz yedi delegeye kadar çıkarmayı başarmıştı ki bu sayı Temmuz bin dokuz yüz otuz iki seçimlerinde",0,30.11999,b4z2WdDozU0
9,306.595,339.305,"iki yüz otuz koltuğa kadar çıkacaktı ama bu sayı bile meclisteki toplam koltuk sayısının sadece yüzde otuz yedisine karşılık geliyordu. Hitler'in rakip olarak gördüğü ama aynı zamanda ideolojik ve demokratik nedenlerle mecburen işbirliği yaptığı sağ kanadın toplam koltuk sayısı bile, taş çatlasa yüzde elli bire anca ulaşıyordu. Halbuki Hitler'in anayasayı yasal yollarla değiştirebilmek ve güçler ayrılığını ortadan kaldırarak bütün yetkiyi kendi elinde toplayabilmesi",0,31.17,b4z2WdDozU0
10,339.605,377.36,"için, Reichstag'ın en az yüzde altmış yedisine hükmetmesi ama Hitler'in kafa yapısını şuradan anlayın. Amerikalı bir gazeteciye verdiği bir demeçte söylediklerine bakılırsa, Hitler'e göre Nasyonal Sosyalist Parti'nin son yillardaki kazanımları kendisine mutlak gücü çoktan vermişti. Mesela o az önce bahsettiğim yüzde otuz yedilik koltuk oranının, yüzde elli birin yüzde yetmiş beşine, yani ezici çoğunluğa karşılık geldiğini söylüyordu. Yani Hitler'in gözünde basit çoğunluğun göreli çoğunluğuna sahip olmak, mutlak yetkiye sahip olmak için yeterliydi.",0,32.265,b4z2WdDozU0
11,377.74,414.59003,"Bu arada Hitler'in tabii ki bir politikacı olarak bir dolu vaadi vardı. Bir numaralı ajandası, Birinci Dünya Savaşı'nda feci bir şekilde bozguna uğratılmış, sonrasındaysa ekonomik bir çöküntüye girmiş Almanya'yı ayağa kaldırmaktı. Halktan istediği tek şey dört yıl çıktı. Bu dört yıllık iktidarı sırasında ekonomiyi canlandıracak, Almanların baş belası olan işsizliği azaltacak, askeri harcamaları arttıracak, Almanya'nın elini kolunu bağlayan uluslararası anlaşmalardan çekilecek, ulusun kanını zehirlediğine inandığı yabancıları ülkesinden atacak,",0,30.15503,b4z2WdDozU0
12,414.97,452.945,"politik rakiplerinden öcünü alacaktı. Hitler öylesine nefret doluydu ki, başa geldiğinde olacakları tarif etmek için, Türkçe'de kelleler omuzlarından ayrılacak anlamına gelen bir deyim olan Dan Wirden Die Coke ve rollen, yani Kafalar Kumda dönecek demişti. Ama tüm bunları başarabilmek için bir Ermachtigunz Gesetze, yani güç verici bir yasaya ihtiyacı olduğunu düşünüyordu. Heyhat, o yüzde altmış yedi barajı, Hitler'in güç matematiğini alt üst ediyordu. Richstag'ın beş yüz seksen dört koltuğunun iki yüz yirmi biri, yani kabaca yüzde otuz sekizi sosyal",0,32.91499,b4z2WdDozU0
13,453.405,487.495,"demokratların ve komünistlerin elindeydi ve Hitler, her ne kadar partisinin adında sosyalizm sözcüğüne yer vererek işçilere göz kırpmış olsa da, politik ve reel ideoloji bakımından taban tabana zıt olduğu bu partileri tatlı yolla dize getiremeyeceğini biliyordu. O nedenle hedefe giden tek yolun komünizmi yasaklamak ve bu yolla Komünist Parti'den kurtulmak olduğu sonucuna vardı. Bunu yaparsa, ihtiyaç duyduğu meclis çoğunluğuna demokratik bir şekilde ulaşabilirdi. Sorun şu ki, bunu yapacak olursa Almanya'daki",0,31.7300400000001,b4z2WdDozU0
14,487.96,523.91003,"altı milyon komünist ayaklanabilir ve greve giderek zaten pamuk ipliğine bağlı olan Alman ekonomisine diz çöktürebilirdi. Bir diğer opsiyon, güçlü retoriğine güvenip seçimleri yenileyerek sandıktan daha da güçlü çıkmayı ummaktı. Ama kabinesinde koalisyon yoluyla Ekonomi Bakanı olan Alman Nasyonalist Partisi'nden Alfred Hougenberg buna ayak deliyordu. Çünkü altı Kasım bin dokuz yüz otuz iki seçimlerinde partisi Hitler'in nasyonal sosyalist Alman İşçi Partisi'nden, yani kısaca Nazi Partisi'nden on dört koltuk çalmayı başarmıştı",0,30.3097900000001,b4z2WdDozU0
15,524.29004,563.77496,"ve bunu hemen kaybetmek istemiyordu. Hitler orduyu kullanarak Komünist Parti'yi ortadan kaldırma ihtimali üzerinde de durdu ama Savunma Bakanı Wernher von Blonberg Alman ordusunun Alman halkına silah kaldıramayacağını söyleyerek, Hitler'in bu düşüncesini savuşturdu. İşte bence demokrasinin tam da bu tarafı hoş. Hitler gücü elinde toplayacak her yolu arıyor ama demokratik güvenlik mekanizmaları onu her seferinde durdurmayı başarıyor. Yani o noktaya kadar demokrasi kendisinden beklenen görevi yerine getiriyordu. Ama Hitler de sonuçta boş bir politikacı değildi. Elindeki tüm opsiyonları tartarak",0,35.7599199999999,b4z2WdDozU0
16,564.075,598.90497,kimi karşısına almasının en doğru olacağını değerlendirdi ve sonuç olarak yeni bir seçim ilan etmeye karar verdi. Bakın ben buraya kadar bunları etraflıca anlattım ama bu ilan Hitler'in şansölye olarak atanmasından sadece bir gün sonra oluyor. Yani Hitler otuz Ocak bin dokuz yüz otuz üçte şansölye olarak atandı. Ertesi gün otuz bir Ocak bin dokuz yüz otuz üçte Meclisi lağvederek beş Mart bin dokuz yüz otuz üçte yeni bir seçim olacağını ilan etti ve Hitler'in bu seçimde vatandaşlarına verdiği bir tanecik söz,0,32.135,b4z2WdDozU0
17,599.285,634.66,"vardı. Bataklığı kurutmak. Ona göre meclisi dolduran politikacıların hepsi kariyer politikacısıydı ve halkın ihtiyaçlarına kulak vermiyorlardı. Yani meclis bir bataklık gibiydi. Bundan kurtulmanın tek yolu, bataklığı tamamen kurutmaktı ve işe kendi partisine savaş açarak başladı. Halka seslendiği bir konuşmasında, şu anda var olan hükumetin adının nasyonal sosyalist olduğunu, değerlerininse nasyonal sosyalist olmadığını ilan etti. Yine de önündeki yol çok çetindi. Birazcık geri alalım. Aralık bin dokuz yüz otuz ikiye gelindiğinde,",0,30.5899300000002,b4z2WdDozU0
18,635.12,672.785,"Hitler'in partisi hem maddi olarak, hem politik olarak, hem de ideolojik olarak çökmüş haldeydi. Hatta dedim ya, Kasım bin dokuz yüz otuz ikideki seçimlerde Hitler otuz dört koltuk birden kaybetmişti. Etrafındakilerin söylediğine göre Hitler, o noktada intiharı bile düşünüyordu. İşler o derece kötüydü. Bu vaziyetten sadece iki ay sonra, devletin başına getirileceği bir olaylar silsilesinin tetiklenmesi, işte biraz da bu nedenle ona mucizevi geliyordu. Tarihteki birçok diğer büyük isim gibi, Hitler'in de bir seçilmişlik takıntısı vardı ve bu olaylar",0,34.28507,b4z2WdDozU0
19,673.085,711.005,"onun gözünde seçilmişliğinin bir ispatı gibiydi. Kim bilir, belki de o nedenle Naziler de kendilerinden önceki Alman orduları gibi kemer tokalarında kocaman harflerle Gottmit Uns yani Tanrı Bizimledir sloganını taşıdılar. Ama işte Tanrı Hitler'in yanında olsun veya olmasın, o yıkık noktadan sonraki bir iki ayda kapalı kapılar ardında yapılan görüşmeler biraz şansla, şansla biraz da politik dehayla birleşince Almanya'nın anahtarını Hitler'e verecekti. Hitler'in büyük bir diğer derdi de kendisini",0,30.70498,b4z2WdDozU0
20,711.38495,751.245,"sürekli dizginlemeye çalışan Cumhurbaşkanı Paul von Hindenburg ve eski Şansölye, şimdi ise Hitler'e Şansölye yardımcısı olarak atanan Franz von Papendi. Yani demokrasi, Hitler'in yükselişini öyle açık bir kucakla falan karşılamıyordu. Mesela o kapalı kapılar ardında dönen pazarlıklar sonucunda Hitler, Şansölye olarak atanmasına rağmen kabinesine sadece iki tane bakan atayabilecekti. Geri kalanları diğer isimlerce seçilecekti. Bunlardan biri İçişleri Bakanlığı'ydı. Diğeri de spesifik bir bakanlık bile verilmeyen açık bir pozisyondu. Ama Hitler, elde ne varsa onu kullanarak",0,32.8200200000001,b4z2WdDozU0
21,751.645,787.755,"hedefine ulaşması gerektiğini çok iyi biliyordu. Dolayısıyla İçişleri Bakanlığına Wilhelm Friggy atadı. Sonradan Alman topraklarının üçte ikisini oluşturan Prusya eyaletinin İçişleri Bakanlığına dönüşecek olan o açık pozisyonaysa Hermann görünge atadı. Her ikisine de kendisinin Weimar Cumhuriyeti lakabını taktığı Alman demokrasisinin her ne değeri varsa ona saldırma görevini verdi. Özellikle de ifade özgürlüğü, yargı süreçleri, referandum hakkı ve eyaletlerin hakları gibi konulara ve ikili, patronlarının planını tıkır tıkır",0,31.3899399999998,b4z2WdDozU0
22,788.135,824.48,"işletmeye başladı. İçişleri Bakanı olan Frigg'in elinde medyanın ve Berlin'in gücü vardı. Bu güçleri kullanarak, eyaletlerin haklarını bir bir ellerinden almaya ve başta Komünist Kızıl Bayrak gazetesi ile Sosyal Demokrat İleri gazetesi olmak üzere, sol tandanslı bütün tandanslı bütün gazeteleri yasaklamaya başladı ve kalan gazetelerin gücünü kullanarak Nazi propagandasını daha fazla sayıda Alman'a ulaştırmaya başladı. Göring ise, ordu hariç Almanya'nın en büyük kolluk gücü olan Prusya Eyalet Polisi'ni ele Prusya Eyalet Polisi'ni ele geçirdi. Bütün polis müdürlerini Nazi ideolojisiyle",0,32.34504,b4z2WdDozU0
